"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"238,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,15,388,12.5,.515,.008,.210,4.1,12.9,8.5,4.5,1.1,2.6,3.7,15.1,,0.4,0.4,0.7,.091,,-2.5,1.1,-1.5,0.1"
"239,Sean Kilpatrick\kilpase01,SG,28,BRK,14,163,4.1,.396,.462,.192,0.0,21.1,10.2,13.4,0.6,0.0,15.1,25.3,,-0.5,0.1,-0.4,-0.131,,-7.3,-2.8,-10.0,-0.3"
"240,Maxi Kleber\klebima01,PF,26,DAL,16,228,12.5,.601,.362,.172,6.4,14.2,10.1,3.5,0.9,1.2,8.8,13.4,,0.3,0.2,0.5,.102,,-1.3,-0.8,-2.1,0.0"
"241,Furkan Korkmaz\korkmfu01,SG,20,PHI,5,12,8.1,.291,.667,.333,8.8,16.9,12.9,11.0,3.9,0.0,0.0,23.7,,0.0,0.0,0.0,-0.017,,-3.2,-1.0,-4.2,0.0"
"242,Kyle Korver\korveky01,SG,36,CLE,22,476,15.6,.682,.809,.191,0.7,10.5,5.8,5.6,1.0,1.3,8.6,17.2,,1.2,0.2,1.4,.138,,3.6,-2.7,0.9,0.4"
"243,Kosta Koufos\koufoko01,C,28,SAC,22,416,14.8,.543,.000,.393,9.7,26.4,17.6,9.0,1.5,3.2,11.7,12.0,,0.5,0.4,0.9,.104,,-1.9,1.7,-0.2,0.2"
"244,Kyle Kuzma\kuzmaky01,PF,22,LAL,20,625,15.4,.595,.340,.219,4.9,15.4,10.2,8.1,0.6,0.3,12.2,21.3,,0.9,0.6,1.5,.112,,0.5,-1.7,-1.2,0.1"
"245,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,2,-41.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,,0.0,0.0,0.0,-1.030,,-36.4,-12.0,-48.4,0.0"
"246,Skal Labissiere\labissk01,PF,21,SAC,22,389,14.0,.501,.058,.256,8.1,19.5,13.5,6.9,1.2,3.7,12.1,22.8,,0.0,0.3,0.2,.030,,-3.6,-0.9,-4.5,-0.3"
"247,Jeremy Lamb\lambje01,SG,25,CHO,21,603,18.4,.565,.310,.291,1.4,17.6,9.6,20.4,1.5,1.4,11.2,23.8,,1.0,0.6,1.7,.135,,1.7,0.7,2.4,0.7"
"248,Shane Larkin\larkish01,PG,25,BOS,17,163,5.2,.367,.385,.231,0.7,7.9,4.4,17.7,1.5,0.0,6.5,16.6,,-0.1,0.2,0.1,.026,,-4.8,-0.9,-5.7,-0.2"
"249,Joffrey Lauvergne\lauvejo01,C,26,SAS,11,112,8.8,.400,.088,.235,13.0,23.9,18.4,11.9,0.9,0.0,15.7,17.8,,-0.1,0.2,0.1,.026,,-4.7,-0.2,-4.9,-0.1"
"250,Jake Layman\laymaja01,SF,23,POR,10,48,10.4,.438,.375,.000,0.0,11.1,5.7,6.4,3.1,3.3,0.0,14.5,,0.0,0.1,0.1,.103,,-3.3,2.4,-0.9,0.0"
"251,T.J. Leaf\leaftj01,PF,20,IND,19,204,12.1,.574,.328,.109,7.2,11.4,9.3,3.5,0.9,0.8,8.2,15.6,,0.3,0.1,0.4,.085,,-0.2,-2.6,-2.8,0.0"
"252,Courtney Lee\leeco01,SG,32,NYK,21,686,15.3,.604,.371,.188,1.9,10.9,6.6,13.3,2.2,0.4,10.3,15.5,,1.4,0.6,2.0,.138,,2.6,0.7,3.3,0.9"
"253,Alex Len\lenal01,C,24,PHO,20,460,17.8,.572,.000,.692,14.8,27.5,21.0,5.3,0.6,3.0,14.2,16.3,,0.9,0.4,1.3,.134,,-1.2,-0.5,-1.7,0.0"
"254,Meyers Leonard\leoname01,PF,25,POR,7,72,14.9,.621,.417,.167,4.6,26.6,15.9,2.3,0.7,0.0,7.2,16.8,,0.1,0.1,0.3,.174,,-1.2,-2.5,-3.7,0.0"
"255,Jon Leuer\leuerjo01,PF,28,DET,8,136,8.9,.505,.083,.417,5.7,21.7,13.4,5.1,0.4,1.9,15.8,16.3,,0.0,0.1,0.1,.047,,-5.2,-0.2,-5.4,-0.1"
"256,Caris LeVert\leverca01,SF,23,BRK,21,542,11.2,.483,.350,.252,2.0,13.9,7.8,18.5,2.3,1.2,16.1,20.8,,-0.4,0.4,0.1,.008,,-2.3,0.6,-1.7,0.0"
"257,DeAndre Liggins\liggide01,SG,29,MIL,17,272,5.4,.466,.622,.111,0.9,7.8,4.3,5.9,2.8,2.6,18.9,9.8,,-0.2,0.3,0.0,.007,,-3.4,1.0,-2.4,0.0"
"258,Damian Lillard\lillada01,PG,27,POR,22,804,23.8,.569,.400,.398,3.3,11.5,7.5,30.2,1.4,1.2,12.0,30.2,,2.5,1.2,3.7,.221,,6.1,0.0,6.1,1.7"
"259,Jeremy Lin\linje01,PG,29,BRK,1,25,16.3,.597,.167,.583,0.0,0.0,0.0,25.7,0.0,0.0,16.6,29.9,,0.1,0.0,0.0,.094,,-2.5,-10.0,-12.5,-0.1"
"260,Shaun Livingston\livinsh01,PG,32,GSW,21,328,11.1,.525,.011,.152,5.2,8.4,6.9,16.9,1.3,1.4,15.5,15.2,,0.3,0.3,0.6,.086,,-1.9,-1.0,-2.8,-0.1"
"261,Kevon Looney\looneke01,C,21,GSW,16,178,12.5,.522,.000,.450,11.6,17.1,14.6,5.6,1.9,6.7,17.3,14.0,,0.1,0.3,0.4,.109,,-2.7,3.0,0.4,0.1"
"262,Brook Lopez\lopezbr01,C,29,LAL,21,488,17.1,.536,.350,.241,5.4,14.7,10.1,11.8,0.9,5.9,11.2,25.2,,0.4,0.7,1.1,.109,,-0.6,1.1,0.5,0.3"
"263,Robin Lopez\lopezro01,C,29,CHI,21,629,14.8,.534,.029,.153,9.6,10.4,10.0,12.8,0.5,2.1,13.1,20.8,,0.5,0.2,0.7,.051,,-1.4,-0.6,-2.0,0.0"
"264,Kevin Love\loveke01,C,29,CLE,22,651,23.7,.612,.387,.454,11.1,27.3,19.5,10.3,1.2,1.3,12.1,26.2,,2.2,0.6,2.8,.209,,3.3,-1.5,1.9,0.6"
"265,Kyle Lowry\lowryky01,PG,31,TOR,21,686,20.1,.625,.617,.258,2.3,19.4,11.1,30.7,1.2,0.4,16.4,21.2,,2.2,0.7,2.9,.199,,5.6,0.2,5.8,1.4"
"266,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,20,328,9.6,.550,.588,.277,2.3,8.3,5.4,7.5,1.0,0.3,11.9,19.1,,0.2,0.2,0.4,.064,,-0.7,-2.5,-3.2,-0.1"
"267,Tyler Lydon\lydonty01,PF,21,DEN,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011,,-5.4,-0.7,-6.1,0.0"
"268,Trey Lyles\lylestr01,PF,22,DEN,16,161,16.2,.587,.411,.214,6.1,21.9,13.8,6.6,1.2,2.7,14.0,18.9,,0.2,0.2,0.4,.106,,-1.1,-1.3,-2.5,0.0"
"269,Shelvin Mack\macksh01,PG,27,ORL,18,323,12.7,.468,.299,.221,1.7,10.3,6.1,34.3,1.6,0.5,16.8,13.6,,0.4,0.1,0.5,.071,,-1.5,-2.2,-3.7,-0.1"
"270,Josh Magette\magetjo01,PG,28,ATL,8,64,12.6,.472,.333,.333,1.8,9.0,5.3,35.7,1.5,0.0,12.7,10.8,,0.1,0.0,0.1,.106,,-1.8,-3.8,-5.6,-0.1"
"271,Ian Mahinmi\mahinia01,C,31,WAS,22,315,8.2,.520,.000,.536,14.0,15.0,14.5,5.2,1.3,2.7,26.5,13.1,,0.0,0.4,0.4,.066,,-2.8,1.9,-0.9,0.1"
"272,Thon Maker\makerth01,C,20,MIL,20,378,9.2,.484,.398,.261,6.2,15.6,10.9,4.8,2.0,3.3,12.5,13.6,,0.0,0.4,0.4,.050,,-2.7,0.5,-2.2,0.0"
"273,Boban Marjanovic\marjabo01,C,29,DET,4,25,22.2,.610,.000,.833,17.6,9.4,13.7,7.2,4.0,3.4,23.4,37.5,,0.0,0.0,0.1,.101,,-1.9,0.2,-1.7,0.0"
"274,Lauri Markkanen\markkla01,PF,20,CHI,21,640,14.3,.524,.547,.206,3.5,25.9,14.1,7.7,0.9,1.8,8.8,21.9,,0.2,0.5,0.7,.055,,-1.2,-1.2,-2.4,-0.1"
"275,Jarell Martin\martija01,PF,23,MEM,20,358,7.1,.439,.311,.200,6.7,15.2,10.9,3.9,1.7,4.1,15.5,14.9,,-0.4,0.5,0.1,.010,,-5.0,1.6,-3.4,-0.1"
"276,Frank Mason\masonfr01,PG,23,SAC,15,256,13.1,.508,.219,.292,3.0,9.0,5.8,30.6,0.8,0.0,17.5,23.1,,0.1,0.0,0.1,.010,,-1.3,-4.2,-5.5,-0.2"
"277,Mangok Mathiang\mathima01,C,25,CHO,1,3,-9.7,.000,.000,.000,35.7,35.4,35.6,0.0,0.0,0.0,0.0,28.9,,0.0,0.0,0.0,-0.476,,-22.5,-12.1,-34.6,0.0"
"278,Wesley Matthews\matthwe02,SG,31,DAL,22,769,9.7,.527,.594,.148,1.1,9.1,4.9,12.9,1.7,0.2,12.9,16.3,,0.1,0.5,0.6,.039,,-0.6,-0.2,-0.7,0.2"
"279,Luc Mbah a Moute\mbahalu01,PF,31,HOU,19,504,10.9,.615,.505,.225,2.2,12.4,7.3,5.4,2.7,1.7,18.1,12.8,,0.3,0.8,1.1,.101,,-1.1,2.5,1.3,0.4"
"280,James Michael McAdoo\mcadoja01,PF,25,PHI,1,7,6.4,.512,1.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.7,,0.0,0.0,0.0,-0.071,,-2.9,-9.7,-12.6,0.0"
"281,Patrick McCaw\mccawpa01,SG,22,GSW,21,281,12.0,.610,.446,.108,2.2,4.7,3.5,12.9,2.0,1.1,11.7,11.8,,0.4,0.2,0.7,.117,,0.7,-1.5,-0.8,0.1"
"282,C.J. McCollum\mccolcj01,SG,26,POR,21,767,17.1,.564,.336,.178,1.7,11.0,6.5,12.8,1.4,0.8,10.0,24.9,,1.3,1.1,2.4,.147,,1.7,-0.4,1.3,0.6"
"283,T.J. McConnell\mccontj01,PG,25,PHI,20,487,13.9,.581,.138,.103,2.6,12.3,7.5,30.7,2.3,0.7,24.3,13.6,,0.6,0.6,1.2,.116,,-0.9,0.6,-0.3,0.2"
"284,Chris McCullough\mcculch01,PF,22,WAS,5,36,18.2,.571,.214,.429,6.3,15.2,10.8,4.5,0.0,4.7,0.0,20.3,,0.1,0.0,0.1,.192,,0.2,-1.4,-1.3,0.0"
"285,Doug McDermott\mcderdo01,SF,26,NYK,21,480,11.0,.584,.412,.103,4.2,10.2,7.3,6.3,0.3,1.2,9.5,14.3,,0.7,0.2,0.8,.084,,0.7,-1.0,-0.3,0.2"
"286,JaVale McGee\mcgeeja01,C,30,GSW,20,156,19.0,.576,.038,.308,10.1,16.9,13.8,10.4,2.4,6.6,13.2,18.7,,0.3,0.3,0.6,.177,,-0.8,2.9,2.1,0.2"
"287,Alfonzo McKinnie\mckinal01,SF,25,TOR,7,25,14.3,.751,.500,.500,0.0,22.4,11.6,5.7,0.0,3.3,12.0,14.7,,0.1,0.0,0.1,.178,,0.8,-0.7,0.1,0.0"
"288,Ben McLemore\mclembe01,SG,24,MEM,10,193,8.1,.494,.394,.127,3.6,9.6,6.6,6.1,1.6,1.9,13.8,20.8,,-0.2,0.2,0.0,-0.005,,-3.6,-1.3,-4.9,-0.1"
"289,Jodie Meeks\meeksjo01,SG,30,WAS,22,376,12.7,.557,.533,.385,0.9,6.4,3.7,3.9,1.7,0.0,6.0,19.6,,0.5,0.3,0.8,.108,,0.6,-2.5,-1.9,0.0"
"290,Salah Mejri\mejrisa01,C,31,DAL,18,220,19.9,.673,.061,.697,12.8,29.4,20.7,6.3,1.6,11.2,17.3,10.6,,0.5,0.5,1.0,.214,,-1.8,7.4,5.6,0.4"
"291,Jordan Mickey\mickejo01,PF,23,MIA,4,37,14.5,.568,.091,.273,12.1,38.6,25.4,0.0,0.0,4.4,19.6,18.5,,0.0,0.1,0.1,.087,,-8.8,-4.0,-12.8,-0.1"
"292,Khris Middleton\middlkh01,SF,26,MIL,20,734,16.0,.548,.324,.221,1.9,16.1,9.0,19.5,1.8,0.1,12.4,25.2,,0.7,0.6,1.3,.084,,0.9,-1.8,-0.9,0.2"
"293,C.J. Miles\milescj01,SF,30,TOR,18,342,15.4,.585,.777,.142,1.8,10.5,6.3,5.1,1.6,2.2,6.5,21.7,,0.6,0.3,0.9,.132,,3.3,-1.8,1.5,0.3"
"294,Darius Miller\milleda01,SF,27,NOP,22,395,13.3,.710,.791,.127,0.9,8.4,4.7,7.9,0.9,0.4,9.4,14.1,,0.9,0.1,1.0,.124,,2.6,-2.6,0.0,0.2"
"295,Patty Mills\millspa02,PG,29,SAS,22,575,11.7,.505,.588,.123,1.2,8.2,4.7,20.7,1.8,0.7,12.4,17.5,,0.4,0.7,1.1,.089,,0.1,-1.0,-0.9,0.2"
"296,Paul Millsap\millspa01,PF,32,DEN,16,475,17.7,.531,.287,.322,5.5,17.9,11.6,15.9,1.8,3.7,12.5,23.7,,0.6,0.5,1.1,.110,,0.2,0.8,1.1,0.4"
"297,Donovan Mitchell\mitchdo01,SG,21,UTA,23,667,14.9,.512,.422,.179,2.3,10.4,6.2,19.5,2.3,1.5,12.4,28.4,,0.0,0.8,0.9,.061,,0.2,-0.6,-0.4,0.3"
"298,Malik Monk\monkma01,SG,19,CHO,19,335,8.7,.458,.574,.108,0.6,8.6,4.6,17.1,0.7,0.8,9.9,22.3,,-0.2,0.2,0.0,-0.004,,-1.7,-2.6,-4.3,-0.2"
"299,Greg Monroe\monrogr01,C,27,TOT,12,229,18.5,.580,.000,.129,11.0,24.0,17.5,15.0,1.0,1.0,16.9,22.1,,0.3,0.2,0.4,.089,,-0.8,-1.1,-2.0,0.0"
"299,Greg Monroe\monrogr01,C,27,MIL,5,79,11.6,.489,.000,.121,8.9,28.4,18.7,10.4,0.0,0.0,14.7,23.7,,-0.1,0.1,0.0,-0.006,,-5.7,-3.6,-9.2,-0.2"
"299,Greg Monroe\monrogr01,C,27,PHO,7,150,22.2,.630,.000,.133,12.2,21.6,16.8,17.5,1.5,1.5,18.1,21.2,,0.3,0.1,0.4,.139,,1.7,0.1,1.9,0.1"
"300,E'Twaun Moore\mooreet01,SG,28,NOP,22,673,12.1,.586,.384,.062,2.7,5.9,4.3,10.0,1.6,0.5,9.6,15.5,,0.8,0.3,1.1,.079,,0.4,-1.2,-0.8,0.2"
"301,Eric Moreland\moreler01,PF,26,DET,18,185,9.7,.482,.000,.211,11.3,23.6,17.2,10.3,1.1,6.0,32.5,7.3,,0.1,0.3,0.4,.099,,-3.5,5.4,1.9,0.2"
"302,Marcus Morris\morrima03,SF,28,BOS,13,311,17.1,.552,.338,.287,2.2,22.1,12.3,11.0,1.4,1.1,8.4,23.8,,0.4,0.6,1.0,.160,,-0.5,0.5,0.0,0.2"
"303,Markieff Morris\morrima02,PF,28,WAS,15,344,11.5,.522,.321,.095,4.6,17.2,11.0,8.7,1.1,1.7,13.4,21.0,,0.0,0.4,0.4,.054,,-1.8,-0.1,-1.9,0.0"
"304,Timofey Mozgov\mozgoti01,C,31,BRK,16,242,11.7,.617,.254,.254,10.0,20.8,15.3,1.8,0.6,2.6,24.2,14.8,,0.1,0.2,0.2,.047,,-3.5,-0.9,-4.4,-0.1"
"305,Emmanuel Mudiay\mudiaem01,PG,21,DEN,21,467,11.9,.509,.308,.335,2.8,11.9,7.3,22.5,1.2,0.6,18.8,23.9,,0.0,0.2,0.2,.025,,-2.0,-2.4,-4.4,-0.3"
"306,Shabazz Muhammad\muhamsh01,SF,25,MIN,22,250,9.0,.440,.209,.198,5.5,12.2,8.8,4.1,1.0,0.7,2.9,17.8,,0.0,0.1,0.1,.018,,-3.2,-3.2,-6.4,-0.3"
"307,Dejounte Murray\murrade01,PG,21,SAS,22,422,12.8,.477,.058,.319,6.6,19.1,12.8,19.4,2.2,1.0,18.6,20.5,,-0.1,0.7,0.6,.064,,-3.3,1.8,-1.5,0.0"
"308,Jamal Murray\murraja01,PG,20,DEN,21,566,12.6,.518,.380,.200,5.0,7.2,6.1,13.6,1.2,0.6,14.2,23.9,,0.3,0.2,0.5,.042,,-0.5,-3.0,-3.5,-0.2"
"309,Mike Muscala\muscami01,C,26,ATL,9,202,10.7,.524,.373,.235,6.1,16.5,11.3,6.3,1.7,2.3,12.4,14.0,,0.1,0.1,0.2,.059,,-1.9,0.4,-1.6,0.0"
"310,Abdel Nader\naderab01,SF,24,BOS,11,77,3.0,.421,.368,.000,2.9,9.8,6.4,5.7,1.3,2.2,24.0,14.4,,-0.2,0.1,0.0,-0.030,,-7.0,1.5,-5.5,-0.1"
"311,Larry Nance\nancela02,PF,25,LAL,10,237,18.8,.621,.030,.333,9.4,22.3,15.9,7.5,3.7,2.3,15.6,15.7,,0.4,0.5,0.9,.185,,-0.6,3.5,2.9,0.3"
"312,Shabazz Napier\napiesh01,PG,26,POR,18,293,17.4,.600,.323,.312,1.5,9.5,5.6,14.8,3.0,0.5,10.2,17.5,,0.7,0.5,1.2,.193,,1.2,0.8,2.1,0.3"
"313,Jameer Nelson\nelsoja01,PG,35,NOP,20,506,10.9,.573,.514,.143,1.3,9.4,5.4,23.2,1.7,0.5,22.3,12.3,,0.5,0.3,0.8,.072,,-1.2,-1.0,-2.2,0.0"
"314,Raul Neto\netora01,PG,25,UTA,14,196,12.8,.560,.322,.169,1.1,9.7,5.3,21.6,1.5,0.9,15.9,17.4,,0.2,0.2,0.4,.091,,-1.3,-1.3,-2.6,0.0"
"315,Joakim Noah\noahjo01,C,32,NYK,1,3,40.5,1.000,.000,.000,0.0,36.2,18.8,0.0,0.0,31.3,0.0,14.5,,0.0,0.0,0.0,.412,,1.2,11.8,13.0,0.0"
"316,Nerlens Noel\noelne01,C,23,DAL,18,225,15.6,.587,.000,.358,12.1,24.1,17.8,4.2,2.2,4.2,19.6,15.2,,0.2,0.4,0.6,.126,,-3.5,2.7,-0.8,0.1"
"317,Lucas Nogueira\noguelu01,C,25,TOR,17,204,17.1,.648,.213,.191,5.3,20.3,13.0,4.1,2.6,8.0,15.0,13.0,,0.3,0.4,0.7,.168,,-0.7,5.3,4.6,0.3"
"318,Dirk Nowitzki\nowitdi01,C,39,DAL,22,547,14.8,.547,.360,.109,2.1,24.9,12.9,12.6,1.0,1.0,8.3,19.8,,0.5,0.5,1.0,.090,,-0.9,0.2,-0.7,0.2"
"319,Frank Ntilikina\ntilila01,PG,19,NYK,18,342,6.5,.404,.323,.141,2.1,8.2,5.3,23.9,3.6,0.8,25.5,18.0,,-0.7,0.4,-0.2,-0.034,,-4.0,1.0,-3.0,-0.1"
"320,Jusuf Nurkic\nurkiju01,C,23,POR,22,620,15.6,.494,.017,.318,7.6,22.5,15.2,13.5,1.4,3.5,16.9,29.1,,-0.6,1.3,0.7,.051,,-4.5,2.4,-2.0,0.0"
"321,David Nwaba\nwabada01,SG,25,CHI,9,191,15.9,.595,.133,.444,2.6,28.3,14.8,10.8,1.6,2.8,8.5,13.5,,0.3,0.2,0.5,.134,,-2.8,1.9,-1.0,0.0"
"322,Johnny O'Bryant\obryajo01,PF,24,CHO,8,75,19.7,.560,.206,.235,8.6,15.6,12.1,7.0,1.3,2.3,7.4,23.4,,0.2,0.1,0.2,.151,,0.0,-1.1,-1.1,0.0"
"323,Royce O'Neale\onealro01,SF,24,UTA,14,128,9.2,.436,.469,.250,1.7,19.5,10.3,13.5,2.7,0.0,10.1,14.0,,0.0,0.2,0.2,.060,,-3.2,0.9,-2.2,0.0"
"324,Kyle O'Quinn\oquinky01,C,27,NYK,21,352,18.2,.596,.031,.340,11.4,31.4,21.8,18.8,1.4,5.6,24.9,18.4,,0.4,0.6,1.0,.143,,-0.6,5.2,4.6,0.6"
"325,Semi Ojeleye\ojelese01,PF,23,BOS,22,303,5.3,.468,.786,.286,4.1,11.7,7.9,1.9,1.3,0.0,10.0,10.2,,0.0,0.5,0.4,.066,,-2.9,0.2,-2.7,-0.1"
"326,Jahlil Okafor\okafoja01,C,22,PHI,2,25,9.1,.465,.000,.444,17.0,20.2,18.6,5.9,0.0,6.7,21.8,22.8,,0.0,0.0,0.0,-0.002,,-6.8,0.8,-6.0,0.0"
"327,Victor Oladipo\oladivi01,SG,25,IND,22,734,22.6,.586,.308,.287,2.2,14.6,8.4,19.4,2.7,2.8,13.9,30.3,,1.3,0.9,2.1,.138,,3.1,0.6,3.7,1.1"
"328,Kelly Olynyk\olynyke01,PF,26,MIA,22,431,16.3,.659,.422,.319,5.4,24.0,14.8,14.9,1.4,1.9,22.6,20.7,,0.6,0.6,1.2,.131,,0.1,1.7,1.9,0.4"
"329,Cedi Osman\osmande01,SF,22,CLE,14,74,12.6,.643,.412,.118,4.7,24.9,15.2,5.7,1.3,1.2,14.4,12.4,,0.1,0.1,0.2,.114,,-1.4,-0.9,-2.3,0.0"
"330,Kelly Oubre\oubreke01,SF,22,WAS,22,613,13.3,.551,.442,.284,3.9,18.1,11.1,5.6,1.5,1.4,9.3,18.4,,0.7,0.8,1.4,.112,,0.0,0.2,0.2,0.3"
"331,Zaza Pachulia\pachuza01,C,33,GSW,23,336,15.5,.600,.000,.302,9.4,26.3,18.6,14.2,2.7,1.4,24.1,16.4,,0.4,0.6,1.0,.140,,-1.3,2.2,1.0,0.3"
"332,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.5,.000,.000,.000,0.0,70.9,35.6,0.0,0.0,0.0,0.0,28.9,,0.0,0.0,0.0,-0.609,,-33.8,-10.4,-44.2,0.0"
"333,Georgios Papagiannis\papagge01,C,20,SAC,4,25,20.1,.714,.000,.000,4.4,19.3,11.4,6.9,2.0,3.8,12.5,14.4,,0.1,0.0,0.1,.145,,-0.7,0.5,-0.2,0.0"
"334,Tony Parker\parketo01,PG,35,SAS,3,48,16.5,.510,.050,.400,2.3,4.7,3.5,44.7,0.0,0.0,14.5,25.7,,0.1,0.0,0.1,.111,,-1.0,-5.9,-6.9,-0.1"
"335,Chandler Parsons\parsoch01,SF,29,MEM,18,362,16.1,.644,.517,.129,2.2,13.1,7.6,16.4,1.3,1.0,12.2,17.8,,0.7,0.3,1.0,.133,,2.3,-1.1,1.1,0.3"
"336,Patrick Patterson\pattepa01,PF,28,OKC,21,288,6.0,.492,.745,.039,1.5,12.3,6.7,4.8,2.1,1.0,13.4,9.0,,0.0,0.4,0.3,.057,,-3.6,0.6,-3.0,-0.1"
"337,Brandon Paul\paulbr01,SG,26,SAS,22,248,11.0,.619,.556,.278,0.9,10.4,5.6,11.2,2.9,0.7,19.8,13.7,,0.1,0.4,0.5,.103,,-1.0,0.7,-0.3,0.1"
"338,Chris Paul\paulch01,PG,32,HOU,7,197,24.0,.551,.508,.200,2.9,14.1,8.5,54.3,3.2,0.9,11.3,17.5,,1.0,0.3,1.3,.313,,4.8,0.0,4.9,0.3"
"339,Elfrid Payton\paytoel01,PG,23,ORL,14,370,17.6,.534,.155,.233,5.1,10.4,7.8,39.0,3.0,1.0,21.5,21.2,,0.4,0.3,0.7,.087,,0.8,-0.1,0.7,0.3"
"340,Gary Payton\paytoga02,PG,25,MIL,7,45,4.9,.433,.400,.000,2.6,13.1,7.9,13.1,1.1,0.0,11.8,17.4,,0.0,0.0,0.0,-0.025,,-4.2,-3.3,-7.5,-0.1"
"341,Alec Peters\peteral01,PF,22,PHO,2,14,7.7,.375,1.000,.000,0.0,22.4,11.0,0.0,0.0,11.0,0.0,11.7,,0.0,0.0,0.0,.006,,-6.6,0.0,-6.5,0.0"
"342,Mason Plumlee\plumlma01,C,27,DEN,21,353,14.9,.517,.011,.634,9.9,19.6,14.7,12.8,2.2,4.7,19.6,17.9,,0.1,0.5,0.5,.074,,-2.6,2.7,0.1,0.2"
"343,Miles Plumlee\plumlmi01,C,29,ATL,2,13,-3.2,,,,0.0,8.8,4.4,0.0,0.0,0.0,100.0,3.4,,0.0,0.0,0.0,-0.122,,-9.9,-0.7,-10.5,0.0"
"344,Jakob Poeltl\poeltja01,C,22,TOR,21,323,21.2,.676,.000,.319,15.6,17.0,16.3,3.8,1.4,5.3,14.4,17.1,,0.9,0.5,1.4,.204,,2.0,1.6,3.6,0.5"
"345,Quincy Pondexter\pondequ01,SF,29,CHI,14,154,5.7,.435,.452,.405,4.6,8.8,6.6,5.8,2.3,1.1,15.4,16.7,,-0.2,0.1,-0.1,-0.030,,-5.3,-0.9,-6.1,-0.2"
"346,Otto Porter\porteot01,SF,24,WAS,21,690,19.9,.616,.331,.132,4.1,19.3,11.8,8.4,2.6,1.2,5.9,18.4,,1.8,1.1,2.8,.197,,3.3,1.7,5.0,1.2"
"347,Bobby Portis\portibo01,PF,22,CHI,12,264,19.1,.550,.308,.242,8.8,24.7,16.3,14.6,0.6,1.7,11.9,25.1,,0.3,0.2,0.5,.087,,0.1,-1.2,-1.0,0.1"
"348,Kristaps Porzingis\porzikr01,PF,22,NYK,19,598,24.5,.578,.254,.361,4.5,19.2,12.2,6.4,0.7,6.3,9.6,34.2,,1.4,0.7,2.2,.174,,1.3,-0.7,0.7,0.4"
"349,Dwight Powell\poweldw01,C,26,DAL,21,362,15.4,.541,.333,.273,7.8,22.6,14.8,8.8,2.5,2.3,10.5,15.3,,0.4,0.5,0.9,.122,,-1.1,2.5,1.4,0.3"
"350,Norman Powell\powelno01,SG,24,TOR,17,381,13.4,.553,.471,.191,1.3,9.4,5.5,12.7,2.4,1.5,13.0,19.6,,0.3,0.4,0.7,.092,,0.6,0.2,0.7,0.3"
"351,Alex Poythress\poythal01,PF,24,IND,7,20,10.2,1.000,.667,.000,0.0,22.1,11.2,0.0,0.0,0.0,25.0,8.7,,0.0,0.0,0.0,.078,,-1.6,-5.1,-6.7,0.0"
"352,Jacob Pullen\pulleja01,PG,28,PHI,2,2,-19.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,,0.0,0.0,0.0,-0.481,,-15.0,-6.8,-21.8,0.0"
"353,Zhou Qi\qizh01,C,22,HOU,11,58,3.3,.331,.550,.300,3.9,17.3,10.6,2.3,1.7,8.7,15.0,19.9,,-0.2,0.1,-0.1,-0.067,,-9.9,2.7,-7.2,-0.1"
"354,Ivan Rabb\rabbiv01,PF,20,MEM,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.003,,-6.2,0.1,-6.1,0.0"
"355,Julius Randle\randlju01,C,23,LAL,21,466,17.4,.599,.099,.456,6.4,24.5,15.5,12.4,0.9,3.1,18.0,23.8,,0.4,0.7,1.2,.122,,-1.8,1.1,-0.8,0.1"
"356,Zach Randolph\randoza01,PF,36,SAC,20,489,18.8,.535,.157,.166,7.3,23.0,14.7,15.4,1.8,0.8,12.8,26.6,,0.3,0.3,0.6,.061,,0.2,-1.1,-0.9,0.1"
"357,J.J. Redick\redicjj01,SG,33,PHI,19,630,12.9,.553,.480,.153,0.8,8.2,4.6,16.0,0.9,0.3,8.6,19.0,,1.0,0.4,1.4,.106,,1.1,-1.9,-0.7,0.2"
"358,Willie Reed\reedwi02,C,27,LAC,19,210,22.2,.708,.016,.556,9.4,24.3,16.7,4.1,0.7,3.3,10.3,18.1,,0.8,0.2,1.0,.218,,1.0,-1.7,-0.7,0.1"
"359,Josh Richardson\richajo01,SF,24,MIA,22,715,7.1,.492,.529,.118,2.0,8.0,5.0,9.1,1.9,1.8,18.6,16.5,,-0.8,0.8,0.0,.000,,-3.0,1.5,-1.5,0.1"
