season,team_name,w,l,wp,fg,fga,3p,3pa,2p,2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,mp,2p%,3p%,fg%,ft%,efg%,age
2015,dallas_mavericks,42.0,40.0,0.5121951219512195,49.2,108.0,11.700000000000001,34.3,37.49999999999999,73.9,22.6,29.1,14.000000000000002,46.50000000000001,60.3,27.1,8.499999999999998,5.8999999999999995,16.199999999999996,26.499999999999996,132.89999999999998,317.99999999999994,0.5283125000000001,0.23686666666666667,0.4739375,0.76875,0.51725,29.1875
2016,dallas_mavericks,33.0,49.0,0.4024390243902439,64.0,149.6,17.8,52.300000000000004,46.199999999999996,97.39999999999999,26.1,34.50000000000001,17.8,58.900000000000006,76.5,41.3,13.7,6.7,22.299999999999997,38.0,171.2,442.4,0.4513333333333332,0.2787391304347826,0.40575000000000006,0.6966521739130435,0.4573749999999999,26.75
2017,dallas_mavericks,5.0,17.0,0.22727272727272727,41.1,95.0,13.400000000000002,37.900000000000006,27.799999999999997,57.10000000000001,16.4,21.700000000000006,9.700000000000001,37.800000000000004,47.7,23.400000000000002,8.1,3.9999999999999996,15.6,24.4,111.50000000000001,276.7,0.48619999999999997,0.31007692307692314,0.4515333333333334,0.7132,0.5172666666666667,27.333333333333332
2000,washington_wizards,19.0,63.0,0.23170731707317074,66.8,151.8,6.6,19.999999999999996,60.09999999999999,131.60000000000002,39.89999999999999,51.699999999999996,22.900000000000002,53.0,76.3,41.1,15.500000000000002,8.7,31.400000000000002,44.2,180.29999999999998,470.49999999999994,0.4512857142857143,0.2368666666666667,0.43923809523809526,0.7684761904761904,0.45752380952380955,27.38095238095238
2001,washington_wizards,37.0,45.0,0.45121951219512196,46.900000000000006,106.50000000000001,4.6000000000000005,11.8,42.300000000000004,94.5,22.899999999999995,29.8,16.500000000000004,37.9,54.5,26.500000000000007,9.100000000000001,5.799999999999999,16.1,27.6,121.3,313.90000000000003,0.4598571428571429,0.2981818181818182,0.45407142857142857,0.7431428571428571,0.47614285714285726,26.357142857142858
2002,washington_wizards,37.0,45.0,0.45121951219512196,43.50000000000001,99.1,4.1000000000000005,12.700000000000001,39.400000000000006,86.39999999999999,26.2,34.1,17.3,38.79999999999999,56.0,24.1,9.299999999999999,6.399999999999999,17.299999999999997,27.799999999999997,117.19999999999999,319.9,0.4501250000000001,0.29508333333333336,0.4383125,0.7761875,0.458625,27.25
2003,washington_wizards,25.0,57.0,0.3048780487804878,48.4,115.5,7.899999999999999,22.699999999999996,40.4,93.10000000000002,26.800000000000004,36.6,17.9,40.699999999999996,58.5,29.199999999999996,13.300000000000002,7.199999999999999,25.39999999999999,31.2,131.0,351.6000000000001,0.4222352941176471,0.28628571428571437,0.41352941176470587,0.7443333333333333,0.4410588235294117,26.11764705882353
2004,washington_wizards,45.0,37.0,0.5487804878048781,49.49999999999999,114.7,8.299999999999999,24.0,41.29999999999999,90.7,28.400000000000002,39.6,19.3,40.60000000000001,59.7,25.7,11.700000000000001,6.6,20.000000000000004,32.3,135.7,337.30000000000007,0.43900000000000006,0.30836363636363634,0.4295,0.6725,0.459375,25.5
2005,washington_wizards,42.0,40.0,0.5121951219512195,44.199999999999996,101.2,8.2,23.200000000000003,36.1,78.0,26.400000000000006,34.699999999999996,15.200000000000001,35.00000000000001,50.3,23.299999999999994,10.500000000000002,4.700000000000001,16.5,29.9,123.00000000000001,304.50000000000006,0.4417333333333333,0.31553846153846155,0.42806666666666665,0.7160666666666666,0.46253333333333335,26.533333333333335
2006,washington_wizards,41.0,41.0,0.5,46.10000000000001,102.8,7.7,22.3,38.4,80.39999999999999,26.699999999999992,35.2,16.8,37.0,53.80000000000001,24.499999999999996,9.400000000000002,6.399999999999999,16.7,30.4,126.39999999999999,306.49999999999994,0.4479375,0.2890909090909091,0.4318125000000001,0.6907333333333334,0.45618749999999997,26.25
2007,washington_wizards,43.0,39.0,0.524390243902439,46.3,104.89999999999999,9.3,27.6,36.7,77.39999999999999,26.0,33.4,14.200000000000001,36.8,50.89999999999999,27.2,11.1,5.1,17.8,24.1,127.79999999999998,307.5,0.4655384615384615,0.2975,0.43984615384615383,0.7603333333333332,0.48630769230769233,26.23076923076923
